Name,Position,Nat,Height,Age,Tck W,Tck R,Tck A,Shot/90,ShT/90,ShT,Shots,Svt,Svp,Svh,Ps C/90,Ps C,Ps A/90,Pas A,Off,Gl Mst,K Tck,K Ps/90,K Pas,K Hdrs,Int/90,Itc,Hdr %,Hdrs W/90,Hdrs,Drb,Dist/90,Distance,Cr C,Cr C/A,Cr A,CCC,Ch C/90,Asts/90,Aer A/90,Apps,Gls,Ast,xG,PoM,Pas %,Tck,DrbPG,Shot %,Yel,Red,Av Rat,Hdrs A,Mins,Club,Preferred Foot
Owen Otasowie,"D (C), DM, M (C)",USA,"191,00","25,00","19,00","0,76","0,00","3,06","1,32","16,00","37,00","0,00","0,00","0,00","60,36","729,00","64,66","781,00","1,00","0,00","0,00","0,66","8,00","11,00","0,75","9,00","0,46","1,49","18,00","2,00","44 574,00",158.7,"0,00","0,00","2,00","1,00","0,08","0,08","3,23",4 (21),"2,00","1,00","2,17","0,00","0,93","1,57","0,17","0,43","1,00","0,00","6,98","39,00","1 087,00",Barcelona,Right
Unai Vencedor,"D (C), DM, M (C)",ESP,"177,00","25,00","25,00","0,96","0,00","0,41","0,10","1,00","4,00","0,00","0,00","0,00","62,10","610,00","65,67","645,00","0,00","0,00","4,00","0,61","6,00","1,00","1,43","14,00","0,45","0,92","9,00","1,00","44 632,00",120.8,"1,00","0,11","9,00","0,00","0,00","0,00","2,04",5 (13),"0,00","0,00","0,35","0,00","0,95","2,55","0,10","0,25","2,00","0,00","6,96","20,00","884,00",Barcelona,Right
Denys Popov,"D (C), DM",UKR,"185,00","27,00","7,00","0,70","0,00","0,94","0,00","0,00","3,00","0,00","0,00","0,00","48,61","155,00","51,43","164,00","0,00","0,00","0,00","1,88","6,00","3,00","0,63","2,00","0,67","1,88","6,00","0,00",12.0,38.3,"0,00","0,00","0,00","1,00","0,31","0,31","2,82",1 (5),"0,00","1,00","0,19","0,00","0,95","2,20","0,00","0,00","1,00","0,00","6,93","9,00","287,00",Barcelona,Right Only
Luca Pellegrini,D/WB/M (L),ITA,"178,00","27,00","29,00","0,81","0,00","0,72","0,21","2,00","7,00","0,00","0,00","0,00","32,27","313,00","37,11","360,00","6,00","0,00","8,00","2,27","22,00","3,00","3,09","30,00","0,58","2,37","23,00","3,00","44 694,00",131.4,"17,00","0,19","88,00","3,00","0,31","0,52","4,12",9 (7),"0,00","5,00","0,58","3,00","0,87","2,99","0,31","0,29","1,00","0,00","7,15","40,00","873,00",Barcelona,Left
João Cancelo,"D/WB (RL), M/AM (R)",POR,"182,00","32,00","31,00","0,84","0,00","0,64","0,26","4,00","10,00","0,00","0,00","0,00","33,93","532,00","37,57","589,00","7,00","1,00","7,00","1,53","24,00","12,00","2,30","36,00","0,58","1,59","25,00","8,00","44 605,00",207.6,"16,00","0,13","121,00","2,00","0,13","0,19","2,74",15 (4),"0,00","3,00","0,89","0,00","0,90","1,98","0,51","0,40","1,00","0,00","7,07","43,00","1 411,00",Barcelona,Right
Alejandro Balde,"D (RL), WB/M (L), AM (RL)",ESP,"176,00","23,00","37,00","0,74","0,00","0,66","0,36","10,00","18,00","0,00","0,00","0,00","36,48","1 002,00","39,54","1 086,00","12,00","0,00","13,00","1,57","43,00","10,00","2,58","71,00","0,45","1,57","43,00","19,00","44 574,00",361.1,"36,00","0,17","211,00","3,00","0,11","0,18","3,50",29 (1),"3,00","5,00","1,58","4,00","0,92","1,35","0,69","0,56","3,00","0,00","7,12","96,00","2 472,00",Barcelona,Left Only
Youri Tielemans,"DM, M/AM (C)",BEL,"176,00","29,00","22,00","0,71","0,00","1,83","0,92","25,00","50,00","0,00","0,00","0,00","46,41","1 268,00","51,90","1 418,00","1,00","0,00","0,00","1,10","30,00","1,00","0,73","20,00","0,36","0,51","14,00","2,00","44 694,00",369.0,"9,00","0,21","41,00","2,00","0,07","0,11","1,43",31 (1),"11,00","3,00","7,14","0,00","0,89","0,81","0,07","0,50","0,00","0,00","7,00","39,00","2 459,00",Barcelona,Right
Kevin De Bruyne,"DM, M (RLC), AM (LC)",BEL,"181,00","34,00","24,00","0,75","0,00","1,96","1,03","31,00","59,00","0,00","0,00","0,00","64,47","1 942,00","72,47","2 183,00","1,00","0,00","1,00","7,00","211,00","2,00","1,06","32,00","0,59","0,66","20,00","2,00","44 633,00",402.1,"167,00","0,28","578,00","7,00","0,23","0,63","1,13",35 (1),"12,00","19,00","11,77","9,00","0,89","0,80","0,07","0,53","0,00","0,00","7,70","34,00","2 711,00",Barcelona,Either
Frank Onyeka,"DM, M (C), AM (L)",NGA,"183,00","28,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Barcelona,Right
Gavi,"DM, M (C), AM (LC)",ESP,"164,00","21,00","7,00","0,70","0,00","2,26","0,75","4,00","12,00","0,00","0,00","0,00","47,55","252,00","53,40","283,00","1,00","0,00","2,00","2,64","14,00","0,00","1,13","6,00","0,40","0,75","4,00","1,00","44 786,00",73.2,"4,00","0,19","21,00","2,00","0,38","0,38","1,89",3 (9),"2,00","2,00","1,57","0,00","0,89","1,32","0,19","0,33","0,00","0,00","6,94","10,00","477,00",Barcelona,Right
Dejan Kulusevski,"M/AM (RC), ST (C)",SWE,"186,00","26,00","30,00","0,94","0,00","2,24","0,97","26,00","60,00","0,00","0,00","0,00","54,85","1 470,00","62,28","1 669,00","6,00","0,00","1,00","1,87","50,00","9,00","1,27","34,00","0,38","1,64","44,00","6,00","44 664,00",358.1,"14,00","0,19","73,00","2,00","0,07","0,19","4,37","32,00","9,00","5,00","6,44","2,00","0,88","1,12","0,22","0,43","2,00","0,00","7,04","117,00","2 412,00",Barcelona,Left
Antoine Griezmann,"M (R), AM (RLC), ST (C)",FRA,"175,00","35,00","14,00","0,88","0,00","1,93","0,64","9,00","27,00","0,00","0,00","0,00","41,03","574,00","46,04","644,00","2,00","1,00","1,00","3,07","43,00","0,00","1,29","18,00","0,19","0,50","7,00","1,00","44 633,00",186.2,"21,00","0,25","83,00","2,00","0,14","0,29","2,64",10 (24),"3,00","4,00","3,29","0,00","0,89","1,00","0,07","0,33","1,00","0,00","6,84","37,00","1 259,00",Barcelona,Left
Francisco Trincão,"M (R), AM (RL)",POR,"184,00","26,00","8,00","0,80","0,00","3,33","1,73","14,00","27,00","0,00","0,00","0,00","51,73","419,00","58,52","474,00","1,00","0,00","2,00","4,07","33,00","0,00","0,62","5,00","0,35","0,99","8,00","1,00","44 694,00",109.5,"22,00","0,34","63,00","1,00","0,12","0,49","2,84",8 (5),"5,00","4,00","2,82","2,00","0,88","0,99","0,12","0,52","0,00","0,00","7,25","23,00","729,00",Barcelona,Left
Leroy Sané,"M (L), AM (RL)",GER,"183,00","30,00","30,00","0,79","0,00","2,61","1,52","40,00","69,00","0,00","0,00","0,00","31,89","842,00","37,12","980,00","9,00","0,00","0,00","2,08","55,00","2,00","1,74","46,00","0,44","1,78","47,00","19,00","44 817,00",367.3,"35,00","0,17","199,00","3,00","0,11","0,19","4,05",28 (1),"12,00","5,00","8,41","4,00","0,86","1,14","0,72","0,58","3,00","0,00","7,22","107,00","2 376,00",Barcelona,Left
Kai Havertz,"M (C), AM (LC), ST (C)",GER,"186,00","26,00","21,00","0,81","0,00","2,84","1,22","41,00","95,00","0,00","0,00","0,00","44,46","1 489,00","49,90","1 671,00","7,00","0,00","2,00","2,00","67,00","12,00","0,87","29,00","0,30","1,40","47,00","8,00","44 785,00",429.1,"16,00","0,24","66,00","5,00","0,15","0,24","4,72","34,00","11,00","8,00","9,25","2,00","0,89","0,63","0,24","0,43","0,00","0,00","7,23","158,00","3 014,00",Barcelona,Left
Timo Werner,"M (L), AM (RL), ST (C)",GER,"180,00","30,00","2,00","0,67","0,00","2,22","0,99","4,00","9,00","0,00","0,00","0,00","28,85","117,00","33,04","134,00","1,00","0,00","0,00","0,49","2,00","0,00","1,48","6,00","0,08","0,25","1,00","1,00","44 725,00",55.0,"0,00","0,00","5,00","0,00","0,00","0,00","3,21",2 (10),"2,00","0,00","0,98","0,00","0,87","0,49","0,25","0,44","0,00","0,00","6,71","13,00","365,00",Barcelona,Either
Souleymane Hissirou,"M/AM (L), ST (C)",MLI,"171,00","20,00","1,00","1,00","0,00","0,00","0,00","0,00","2,00","0,00","0,00","0,00","0,00","14,00","0,00","19,00","1,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","44 626,00","0,00","0,00","2,00","0,00","0,00","0,00","0,00",0 (2),"0,00","0,00","0,11","0,00","0,74","2,05","0,00","0,00","0,00","0,00","6,70","1,00","44,00",Barcelona,Right
Álvaro Morata,"AM (LC), ST (C)",ESP,"189,00","33,00","4,00","0,67","0,00","3,85","2,32","62,00","103,00","0,00","0,00","0,00","23,49","629,00","26,25","703,00","25,00","0,00","0,00","1,20","32,00","27,00","0,93","25,00","0,38","2,05","55,00","15,00","44 723,00",311.6,"10,00","0,18","53,00","3,00","0,11","0,11","5,41","36,00","23,00","3,00","16,80","3,00","0,89","0,15","0,56","0,60","1,00","0,00","7,25","145,00","2 410,00",Barcelona,Right
Jan Oblak,GK,SVN,"189,00","33,00","1,00","0,33","0,00","0,00","0,00","0,00","0,00","14,00","13,00","51,00","12,50","450,00","18,64","671,00","0,00","1,00","0,00","0,08","3,00","0,00","0,17","6,00","0,00","0,00","0,00","0,00","44 747,00",205.6,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","36,00","0,00","0,00","0,00","1,00","0,67","0,03","0,00","0,00","0,00","0,00","6,85","0,00","3 240,00",A. Madrid,Right
Uğurcan Çakır,GK,TUR,"191,00","30,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","3,00","13,00","26,00","19,50","39,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","44 808,00","44 782,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","2,00","0,00","0,00","0,00","0,00","0,67","0,00","0,00","0,00","0,00","0,00","7,10","0,00","180,00",A. Madrid,Right
Nehuén Pérez,D (C),ARG,"184,00","25,00","42,00","0,71","0,00","0,57","0,24","7,00","17,00","0,00","0,00","0,00","29,28","870,00","31,10","924,00","0,00","1,00","8,00","0,17","5,00","84,00","0,94","28,00","0,59","3,03","90,00","0,00","44 721,00",284.9,"1,00","0,20","5,00","0,00","0,00","0,00","5,12",30 (1),"1,00","0,00","1,12","1,00","0,94","1,41","0,00","0,41","4,00","0,00","6,93","152,00","2 674,00",A. Madrid,Right
Igor Diveev,D (C),RUS,"193,00","26,00","16,00","0,84","0,00","1,03","0,51","7,00","14,00","0,00","0,00","0,00","27,16","370,00","32,37","441,00","0,00","0,00","5,00","0,07","1,00","47,00","1,62","22,00","0,76","4,04","55,00","0,00","44 813,00",134.4,"0,00","0,00","3,00","0,00","0,00","0,00","5,29",12 (6),"2,00","0,00","1,20","2,00","0,84","1,17","0,00","0,50","1,00","0,00","7,06","72,00","1 226,00",A. Madrid,Right Only
Svetozar Marković,D (RC),SRB,"184,00","26,00","6,00","0,67","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","40,98","51,00","44,20","55,00","0,00","0,00","2,00","0,80","1,00","1,00","1,61","2,00","1,00","1,61","2,00","0,00","44 603,00","44 817,00","1,00","0,20","5,00","0,00","0,00","0,00","1,61",1 (1),"0,00","0,00","0,00","0,00","0,93","4,82","0,00","0,00","0,00","0,00","7,00","2,00","112,00",A. Madrid,Right Only
Kurt Zouma,D (RC),FRA,"190,00","31,00","24,00","0,80","0,00","0,84","0,15","2,00","11,00","0,00","0,00","0,00","32,30","421,00","34,68","452,00","1,00","0,00","2,00","0,92","12,00","47,00","1,53","20,00","0,83","3,84","50,00","3,00",11.0,143.9,"9,00","0,16","53,00","0,00","0,00","0,00","4,60",13 (4),"0,00","0,00","0,85","0,00","0,93","1,84","0,23","0,18","1,00","0,00","7,09","60,00","1 173,00",A. Madrid,Right Only
Saúl,"D (C), DM, M (RC)",ESP,"184,00","31,00","18,00","0,82","0,00","0,97","0,48","3,00","6,00","0,00","0,00","0,00","56,35","350,00","63,27","393,00","0,00","1,00","2,00","1,61","10,00","1,00","0,81","5,00","0,45","0,81","5,00","0,00","44 816,00",80.0,"2,00","0,13","15,00","0,00","0,00","0,16","1,77",5 (7),"1,00","1,00","0,39","0,00","0,89","2,90","0,00","0,50","0,00","0,00","6,80","11,00","559,00",A. Madrid,Left
José Giménez,"D (RC), DM",URU,"185,00","31,00","65,00","0,81","0,00","0,64","0,22","7,00","20,00","0,00","0,00","0,00","30,96","974,00","33,00","1 038,00","3,00","0,00","12,00","0,19","6,00","52,00","1,14","36,00","0,55","2,48","78,00","1,00","44 602,00",320.6,"5,00","0,16","30,00","0,00","0,00","0,03","4,48","32,00","0,00","1,00","1,41","0,00","0,94","2,07","0,03","0,35","7,00","0,00","6,93","141,00","2 831,00",A. Madrid,Right
Tariq Lamptey,"D/WB (RL), M (R), AM (L)",ENG,"164,00","25,00","95,00","0,84","0,00","0,51","0,18","6,00","17,00","0,00","0,00","0,00","28,71","966,00","31,83","1 071,00","18,00","0,00","21,00","1,55","52,00","8,00","1,75","59,00","0,30","0,65","22,00","16,00","44 724,00",424.1,"36,00","0,16","223,00","3,00","0,09","0,27","2,20","34,00","0,00","9,00","1,50","2,00","0,90","2,82","0,48","0,35","5,00","0,00","6,94","74,00","3 028,00",A. Madrid,Right
Bukayo Saka,"D/WB/M (L), AM (RL)",ENG,"178,00","24,00","69,00","0,74","0,00","2,02","1,16","28,00","49,00","0,00","0,00","0,00","25,39","615,00","29,35","711,00","7,00","0,00","4,00","2,23","54,00","2,00","2,15","52,00","0,36","1,16","28,00","17,00","44 725,00",329.3,"26,00","0,12","207,00","0,00","0,00","0,21","3,18",27 (1),"6,00","5,00","5,62","3,00","0,86","2,85","0,70","0,57","3,00","0,00","6,92","77,00","2 180,00",A. Madrid,Left
Owen Wijndal,D/WB/M/AM (L),NED,"176,00","26,00","90,00","0,80","0,00","0,38","0,23","6,00","10,00","0,00","0,00","0,00","30,54","794,00","34,12","887,00","3,00","2,00","20,00","1,58","41,00","19,00","1,88","49,00","0,63","2,46","64,00","1,00",12.0,313.0,"24,00","0,22","107,00","1,00","0,04","0,08","3,88","27,00","0,00","2,00","0,60","0,00","0,90","3,46","0,04","0,60","4,00","0,00","6,89","101,00","2 340,00",A. Madrid,Left
Raphaël Guerreiro,"D/WB (L), DM, M (LC), AM (L)",POR,"170,00","32,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",A. Madrid,Left
Marcos Llorente,"DM, M/AM (RC)",ESP,"184,00","31,00","49,00","0,84","0,00","1,05","0,39","6,00","16,00","0,00","0,00","0,00","50,58","771,00","55,89","852,00","0,00","1,00","1,00","1,51","23,00","2,00","0,85","13,00","0,42","0,85","13,00","0,00","44 694,00",205.4,"6,00","0,20","30,00","3,00","0,20","0,20","2,03",12 (18),"1,00","3,00","1,44","0,00","0,90","3,21","0,00","0,38","5,00","0,00","6,83","31,00","1 372,00",A. Madrid,Right
Ilaix Moriba,"DM, M/AM (C), ST (C)",ESP,"187,00","23,00","72,00","0,81","0,00","2,33","0,69","17,00","57,00","0,00","0,00","0,00","57,73","1 413,00","66,39","1 625,00","2,00","1,00","9,00","1,76","43,00","44,00","1,31","32,00","0,58","1,55","38,00","11,00","44 724,00",308.6,"9,00","0,25","36,00","1,00","0,04","0,16","2,70",24 (7),"3,00","4,00","3,66","2,00","0,87","2,94","0,45","0,30","8,00","0,00","6,97","66,00","2 203,00",A. Madrid,Right
Weston McKennie,"DM, M (RC), AM (C)",USA,"185,00","27,00","106,00","0,82","0,00","1,49","0,76","23,00","45,00","0,00","0,00","0,00","54,23","1 642,00","58,36","1 767,00","3,00","0,00","10,00","1,65","50,00","23,00","1,09","33,00","0,40","1,19","36,00","2,00","44 816,00",389.6,"18,00","0,32","56,00","1,00","0,03","0,30","2,97",33 (1),"4,00","9,00","3,44","4,00","0,93","3,50","0,07","0,51","10,00","0,00","7,19","90,00","2 725,00",A. Madrid,Right
Ivan Oblyakov,"DM, M (LC), AM (L)",RUS,"175,00","27,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",A. Madrid,Left
Koke,"DM, M (RLC)",ESP,"178,00","34,00","11,00","0,58","0,00","0,20","0,00","0,00","1,00","0,00","0,00","0,00","59,46","292,00","67,19","330,00","1,00","0,00","0,00","2,04","10,00","0,00","1,02","5,00","0,50","0,61","3,00","0,00","44 816,00",63.5,"6,00","0,27","22,00","0,00","0,00","0,20","1,22",4 (8),"0,00","1,00","0,06","0,00","0,88","2,24","0,00","0,00","0,00","0,00","6,75","6,00","442,00",A. Madrid,Right
Antony,"M (R), AM (RC), ST (C)",BRA,"173,00","26,00","26,00","0,81","0,00","2,60","1,09","13,00","31,00","0,00","0,00","0,00","30,06","358,00","34,25","408,00","3,00","0,00","0,00","3,11","37,00","0,00","2,01","24,00","0,31","0,67","8,00","11,00","44 725,00",162.1,"23,00","0,27","83,00","5,00","0,42","0,08","2,18",9 (18),"6,00","1,00","3,96","1,00","0,88","2,18","0,92","0,42","6,00","0,00","6,92","26,00","1 072,00",A. Madrid,Left
Emiliano Buendía,"M (R), AM (RC)",ARG,"170,00","29,00","46,00","0,77","0,00","1,45","0,41","10,00","35,00","0,00","0,00","0,00","32,54","786,00","39,37","951,00","6,00","0,00","4,00","5,05","122,00","1,00","1,70","41,00","0,40","0,95","23,00","14,00",14.0,339.3,"74,00","0,20","353,00","5,00","0,21","0,21","2,36",26 (8),"0,00","5,00","4,11","0,00","0,83","1,90","0,58","0,29","3,00","1,00","6,89","57,00","2 174,00",A. Madrid,Right
Amine Gouiri,"M/AM (L), ST (C)",FRA,"180,00","26,00","43,00","0,70","0,00","2,90","1,54","46,00","87,00","0,00","0,00","0,00","21,76","652,00","25,53","765,00","13,00","0,00","3,00","1,67","50,00","2,00","2,00","60,00","0,31","1,37","41,00","30,00","44 816,00",386.0,"10,00","0,15","66,00","2,00","0,07","0,07","4,40",31 (5),"13,00","2,00","11,45","3,00","0,85","1,43","1,00","0,53","3,00","0,00","6,86","132,00","2 697,00",A. Madrid,Right
Victor Tsygankov,"M/AM (RL), ST (C)",UKR,"177,00","28,00","1,00","1,00","0,00","2,62","1,57","3,00","5,00","0,00","0,00","0,00","32,97","63,00","38,20","73,00","1,00","0,00","0,00","2,09","4,00","0,00","1,57","3,00","0,25","0,52","1,00","0,00","44 786,00","44 646,00","2,00","0,14","14,00","0,00","0,00","0,00","2,09",2 (1),"0,00","0,00","0,62","0,00","0,86","0,52","0,00","0,60","0,00","0,00","6,57","4,00","172,00",A. Madrid,Left
João Félix,"M (R), AM (RLC), ST (C)",POR,"178,00","26,00","58,00","0,87","0,00","1,62","0,62","16,00","42,00","0,00","0,00","0,00","33,30","862,00","38,94","1 008,00","4,00","0,00","2,00","1,62","42,00","0,00","1,66","43,00","0,43","1,12","29,00","7,00","44 786,00",357.0,"10,00","0,16","59,00","5,00","0,19","0,12","2,59",30 (1),"5,00","3,00","4,47","2,00","0,86","2,24","0,27","0,38","6,00","0,00","6,84","67,00","2 330,00",A. Madrid,Either
Arnaud Lopez,"M (L), AM (LC), ST (C)",FRA,"185,00","20,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","11,00","0,00","12,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,50","0,00","1,00","0,00","0,00","44 625,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0 (1),"0,00","0,00","0,00","0,00","0,92","0,00","0,00","0,00","0,00","0,00","6,40","2,00","32,00",A. Madrid,Left
Giovanni Simeone,ST (C),ARG,"180,00","30,00","10,00","0,67","0,00","3,62","2,29","26,00","41,00","0,00","0,00","0,00","15,71","178,00","18,00","204,00","15,00","0,00","0,00","0,79","9,00","0,00","0,53","6,00","0,25","1,59","18,00","1,00","44 692,00",130.1,"2,00","0,22","9,00","0,00","0,00","0,09","6,44",9 (11),"6,00","1,00","6,80","3,00","0,87","0,88","0,09","0,63","0,00","0,00","6,86","73,00","1 020,00",A. Madrid,Right
Liam Delap,ST (C),ENG,"189,00","23,00","12,00","0,71","0,00","2,63","1,11","19,00","45,00","0,00","0,00","0,00","16,61","284,00","19,01","325,00","4,00","0,00","0,00","0,70","12,00","6,00","1,05","18,00","0,37","1,52","26,00","9,00","44 631,00",193.0,"2,00","0,12","16,00","0,00","0,00","0,06","4,15",17 (8),"5,00","1,00","5,07","1,00","0,87","0,70","0,53","0,42","0,00","0,00","6,79","71,00","1 539,00",A. Madrid,Right
Álex Remiro,GK,ESP,"192,00","31,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","6,00","14,00","10,25","82,00","19,88","159,00","0,00","1,00","0,00","0,12","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","44 717,00",44.9,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","8,00","0,00","0,00","0,00","0,00","0,52","0,00","0,00","0,00","0,00","0,00","6,64","0,00","720,00",Real San Sebastián,Right
Erik Alexander Durán,GK,COL,"195,00","21,00","2,00","0,50","0,00","0,00","0,00","0,00","0,00","26,00","26,00","44,00","9,90","297,00","18,83","565,00","0,00","0,00","0,00","0,20","6,00","0,00","0,17","5,00","0,00","0,00","0,00","0,00","44 717,00",169.3,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","30,00","0,00","0,00","0,00","2,00","0,53","0,07","0,00","0,00","0,00","0,00","7,09","0,00","2 700,00",Real San Sebastián,Right Only
Robin Le Normand,D (C),FRA,"187,00","29,00","47,00","0,71","0,00","0,90","0,32","10,00","28,00","0,00","0,00","0,00","29,40","911,00","31,43","974,00","2,00","1,00","14,00","0,10","3,00","131,00","1,23","38,00","0,75","4,07","126,00","0,00","44 690,00",294.5,"0,00","0,00","2,00","0,00","0,00","0,00","5,42",31 (1),"1,00","0,00","2,08","2,00","0,94","1,52","0,00","0,36","5,00","0,00","7,14","168,00","2 789,00",Real San Sebastián,Right Only
Aritz Elustondo,D (RC),ESP,"182,00","32,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","24,06","27,00","28,51","32,00","0,00","0,00","0,00","0,89","1,00","1,00","1,78","2,00","0,00","0,00","0,00","0,00","44 782,00",11.0,"0,00","0,00","0,00","0,00","0,00","0,00","2,67",1 (1),"0,00","0,00","0,00","0,00","0,84","0,00","0,00","0,00","1,00","0,00","6,80","3,00","101,00",Real San Sebastián,Right
Cristhian Mosquera,D (RC),ESP,"189,00","21,00","55,00","0,71","0,00","0,30","0,08","2,00","8,00","0,00","0,00","0,00","23,50","622,00","30,79","815,00","2,00","0,00","13,00","0,30","8,00","53,00","0,87","23,00","0,57","2,19","58,00","0,00","44 782,00",259.5,"2,00","0,20","10,00","1,00","0,04","0,04","3,82",25 (4),"0,00","1,00","0,54","0,00","0,76","2,08","0,00","0,25","5,00","0,00","6,94","101,00","2 382,00",Real San Sebastián,Right Only
Guillermo Romera,D (RLC),ESP,"198,00","19,00","16,00","0,84","0,00","0,26","0,26","1,00","1,00","0,00","0,00","0,00","36,82","144,00","42,19","165,00","0,00","0,00","3,00","0,00","0,00","11,00","2,30","9,00","0,86","4,86","19,00","0,00","44 814,00",42.7,"1,00","0,25","4,00","0,00","0,00","0,00","5,62",3 (3),"0,00","0,00","0,03","0,00","0,87","4,09","0,00","1,00","1,00","0,00","6,97","22,00","352,00",Real San Sebastián,Right Only
Igor Zubeldia,"D (C), DM, M (C)",ESP,"180,00","29,00","36,00","0,80","0,00","0,51","0,23","5,00","11,00","0,00","0,00","0,00","30,12","655,00","31,82","692,00","2,00","0,00","13,00","0,14","3,00","33,00","0,78","17,00","0,53","1,89","41,00","1,00","44 782,00",213.1,"0,00","0,00","0,00","0,00","0,00","0,00","3,54",20 (9),"1,00","0,00","1,03","0,00","0,95","1,66","0,05","0,45","3,00","0,00","6,75","77,00","1 957,00",Real San Sebastián,Right
Kostas Tsimikas,D/WB/M (L),GRE,"175,00","30,00","3,00","0,75","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","15,75","14,00","18,00","16,00","0,00","0,00","2,00","0,00","0,00","0,00","0,00","0,00","0,50","2,25","2,00","1,00",11.0,"44 782,00","0,00","0,00","7,00","0,00","0,00","0,00","4,50","2,00","0,00","0,00","0,00","0,00","0,88","3,37","1,12","0,00","1,00","0,00","6,50","4,00","80,00",Real San Sebastián,Left
Aihen Muñoz,D/WB (L),ESP,"175,00","28,00","157,00","0,84","0,00","0,10","0,03","1,00","3,00","0,00","0,00","0,00","38,62","1 201,00","41,83","1 301,00","8,00","0,00","26,00","1,45","45,00","11,00","1,80","56,00","0,53","1,41","44,00","1,00","44 631,00",351.9,"18,00","0,18","96,00","3,00","0,10","0,16","2,67","32,00","1,00","5,00","0,16","2,00","0,92","5,05","0,03","0,33","7,00","0,00","7,20","83,00","2 799,00",Real San Sebastián,Left
Diogo Dalot,"D (RL), WB/M (R)",POR,"184,00","27,00","114,00","0,78","0,00","0,40","0,20","6,00","12,00","0,00","0,00","0,00","32,63","973,00","35,91","1 071,00","7,00","0,00","31,00","1,54","46,00","22,00","1,68","50,00","0,69","2,15","64,00","10,00","44 815,00",355.6,"28,00","0,14","192,00","4,00","0,13","0,13","3,12","33,00","2,00","4,00","0,90","0,00","0,91","3,82","0,34","0,50","5,00","0,00","7,02","93,00","2 684,00",Real San Sebastián,Right
Lukas Klostermann,"D (RLC), WB (R)",GER,"187,00","30,00","18,00","0,62","0,00","0,38","0,38","2,00","2,00","0,00","0,00","0,00","38,97","207,00","44,44","236,00","3,00","0,00","3,00","1,51","8,00","4,00","1,88","10,00","0,74","2,64","14,00","0,00","44 663,00",65.9,"7,00","0,20","35,00","0,00","0,00","0,00","3,58",4 (5),"1,00","0,00","0,24","0,00","0,88","3,39","0,00","1,00","0,00","0,00","6,96","19,00","478,00",Real San Sebastián,Right
Portu,"D (R), M (RC), AM (RLC)",ESP,"178,00","34,00","41,00","0,77","0,00","1,26","0,54","6,00","14,00","0,00","0,00","0,00","33,19","368,00","37,88","420,00","1,00","0,00","3,00","1,44","16,00","1,00","1,62","18,00","0,20","0,81","9,00","2,00","44 605,00",146.2,"4,00","0,11","35,00","1,00","0,09","0,09","3,97",9 (15),"1,00","1,00","1,29","0,00","0,88","3,70","0,18","0,43","2,00","0,00","6,72","44,00","998,00",Real San Sebastián,Right
